client_id,age,gender,driving_experience,car_model,year_of_manufacture,car_usage,annual_mileage,location,has_caused_accident,num_of_accidents,vehicle_value,risk_level
CL2207,46,Male,26,Subaru Impreza,2009,PSV,25472,Eldoret,No,0,4908355,Low
CL2208,39,Female,20,Mazda Demio,2021,Commercial,30683,Nakuru,No,0,3609848,Low
CL2209,27,Male,6,Isuzu NQR,2022,Commercial,26882,Nairobi,No,0,1789783,Low
CL2210,35,Female,11,Toyota Vitz,2021,Personal,13206,Eldoret,No,0,1342721,Low
CL2211,38,Female,18,Honda Fit,2017,PSV,11067,Kisumu,Yes,2,3958530,High
CL2212,68,Female,49,Subaru Impreza,2007,PSV,43715,Kakamega,No,0,4190789,Low
CL2213,41,Female,21,Subaru Forester,2016,Personal,22818,Eldoret,Yes,1,1820055,Medium
CL2214,19,Female,0,Subaru Impreza,2017,Personal,42925,Nakuru,No,0,2517949,Low
CL2215,41,Female,20,Toyota Hiace,2005,Commercial,38400,Mombasa,Yes,1,2550377,Medium
CL2216,36,Male,12,Toyota Hiace,2019,Commercial,16953,Thika,No,0,3960054,Low
CL2217,21,Male,0,Mazda Demio,2008,PSV,45844,Eldoret,No,0,1436232,Low
CL2218,57,Male,35,Toyota Hiace,2009,PSV,45772,Mombasa,Yes,3,1919702,High
CL2219,25,Male,7,Mazda Demio,2022,Personal,17282,Nakuru,No,0,2885835,Low
CL2220,27,Female,3,Mazda Demio,2022,Commercial,42683,Nairobi,No,0,1701934,Low
CL2221,47,Male,24,Toyota Premio,2022,Commercial,22318,Nairobi,No,0,2862351,Low
CL2222,66,Female,47,Honda Fit,2007,Personal,37158,Eldoret,No,0,2082185,Low
CL2223,52,Female,32,Isuzu NQR,2008,PSV,36044,Nakuru,No,0,3798771,Low
CL2224,25,Male,5,Toyota Vitz,2011,Personal,27665,Nairobi,No,0,1051764,Low
CL2225,65,Female,46,Nissan Note,2008,Personal,14511,Kakamega,No,0,4836172,Low
CL2226,63,Female,45,Toyota Premio,2015,Personal,37222,Eldoret,No,0,2523106,Low
CL2227,52,Female,33,Isuzu NQR,2019,Commercial,48218,Thika,Yes,1,2484030,Medium
CL2228,45,Female,27,Toyota Hiace,2015,Commercial,18027,Kakamega,No,0,2838500,Low
CL2229,63,Female,44,Isuzu NQR,2008,Personal,30673,Mombasa,No,0,3089201,Low
CL2230,22,Male,1,Subaru Impreza,2006,Commercial,47502,Nakuru,No,0,2119530,Low
CL2231,49,Female,30,Subaru Impreza,2022,PSV,32525,Nakuru,No,0,3758021,Low
CL2232,27,Male,4,Toyota Premio,2021,PSV,10533,Nairobi,Yes,1,2749170,Medium
CL2233,53,Male,34,Nissan Note,2018,Commercial,45123,Eldoret,No,0,2894019,Low
CL2234,53,Female,30,Honda Fit,2013,Commercial,45604,Thika,Yes,1,2370942,Medium
CL2235,21,Female,0,Mazda Demio,2009,Commercial,14722,Kakamega,No,0,3430424,Low
CL2236,49,Female,25,Honda Fit,2019,PSV,43444,Nairobi,No,0,1017926,Low
CL2237,36,Male,18,Nissan Note,2021,Personal,18382,Mombasa,No,0,4216714,Low
CL2238,20,Male,1,Toyota Premio,2015,Commercial,44451,Mombasa,No,0,2382809,Low
CL2239,67,Male,49,Toyota Prado,2019,PSV,42521,Thika,No,0,1572374,Low
CL2240,46,Male,27,Toyota Prado,2017,PSV,47937,Kakamega,No,0,4752638,Low
CL2241,66,Male,45,Subaru Impreza,2007,PSV,32580,Kakamega,No,0,759201,Low
CL2242,32,Female,14,Nissan Note,2005,PSV,17814,Eldoret,Yes,1,4833227,Medium
CL2243,56,Male,36,Subaru Impreza,2017,Personal,30373,Mombasa,No,0,2302572,Low
CL2244,39,Female,16,Toyota Hiace,2016,PSV,19963,Nairobi,No,0,1400794,Low
CL2245,58,Female,39,Subaru Forester,2011,Personal,11064,Mombasa,Yes,2,3163288,High
CL2246,32,Female,14,Subaru Forester,2022,PSV,27884,Nairobi,No,0,1727103,Low
CL2247,35,Female,11,Toyota Premio,2014,Personal,19597,Thika,No,0,2291456,Low
CL2248,22,Female,3,Honda Fit,2021,PSV,28782,Thika,No,0,2564731,Low
CL2249,39,Female,15,Toyota Premio,2009,PSV,45342,Eldoret,Yes,2,3535633,High
CL2250,55,Female,36,Toyota Vitz,2021,Commercial,11300,Thika,Yes,3,3330273,High
CL2251,32,Female,11,Toyota Prado,2006,Commercial,24755,Nairobi,Yes,1,4522610,Medium
CL2252,47,Male,25,Honda Fit,2016,Commercial,29874,Kisumu,No,0,2397678,Low
CL2253,26,Male,4,Mazda Demio,2008,Commercial,30852,Eldoret,No,0,3217159,Low
CL2254,36,Female,15,Subaru Impreza,2012,PSV,41622,Nakuru,Yes,3,901099,High
CL2255,32,Female,12,Toyota Hiace,2019,Commercial,24642,Eldoret,No,0,4583671,Low
CL2256,25,Male,3,Nissan Note,2008,PSV,15007,Thika,No,0,4784933,Low
CL2257,48,Male,25,Toyota Hiace,2007,PSV,20908,Eldoret,No,0,1663842,Low
CL2258,45,Male,26,Toyota Vitz,2022,Personal,11376,Nakuru,No,0,4773487,Low
CL2259,50,Female,29,Subaru Forester,2007,Commercial,49051,Thika,No,0,2931275,Low
CL2260,61,Female,43,Nissan Note,2020,PSV,27375,Thika,No,0,3421580,Low
CL2261,53,Female,31,Honda Fit,2019,Commercial,16450,Thika,No,0,2990388,Low
CL2262,23,Female,5,Toyota Hiace,2005,Personal,11099,Nakuru,No,0,3406809,Low
CL2263,18,Male,0,Mazda Demio,2006,Commercial,20807,Thika,Yes,1,1500778,Medium
CL2264,23,Male,0,Toyota Hiace,2006,Personal,25065,Mombasa,No,0,2611577,Low
CL2265,27,Male,3,Nissan Note,2010,Commercial,25510,Eldoret,Yes,4,502175,High
CL2266,49,Male,31,Honda Fit,2006,PSV,31608,Kisumu,No,0,2889490,Low
CL2267,24,Male,6,Toyota Prado,2020,Commercial,44579,Nairobi,No,0,3269067,Low
CL2268,36,Male,12,Isuzu NQR,2009,PSV,18142,Kisumu,No,0,3679249,Low
CL2269,66,Male,45,Nissan Note,2020,Commercial,23421,Nairobi,Yes,3,3996619,High
CL2270,57,Male,34,Isuzu NQR,2018,PSV,28366,Nairobi,Yes,1,4142192,Medium
CL2271,65,Male,41,Subaru Impreza,2019,Commercial,23888,Mombasa,Yes,1,1678102,Medium
CL2272,63,Female,44,Mazda Demio,2014,PSV,45059,Kakamega,Yes,1,3116670,Medium
CL2273,33,Female,11,Toyota Premio,2013,Commercial,19106,Kisumu,No,0,1451710,Low
CL2274,56,Male,33,Toyota Vitz,2012,Commercial,49063,Thika,No,0,4014734,Low
CL2275,39,Male,15,Toyota Premio,2013,PSV,24329,Kakamega,Yes,1,2190045,Medium
CL2276,65,Female,44,Subaru Impreza,2009,Personal,10903,Kakamega,No,0,3438926,Low
CL2277,28,Male,6,Toyota Vitz,2022,Personal,31527,Nakuru,Yes,1,3568689,Medium
CL2278,30,Male,8,Nissan Note,2005,Commercial,38702,Nairobi,Yes,1,1295063,Medium
CL2279,45,Male,22,Isuzu NQR,2016,Personal,43471,Thika,Yes,1,3318710,Medium
CL2280,66,Female,48,Toyota Hiace,2020,Commercial,48065,Eldoret,No,0,1295005,Low
CL2281,34,Male,12,Nissan Note,2022,Commercial,31881,Kisumu,No,0,1265127,Low
CL2282,46,Female,22,Nissan Note,2019,Personal,14544,Kakamega,No,0,3438396,Low
CL2283,20,Male,0,Toyota Hiace,2019,PSV,35444,Kakamega,No,0,4063733,Low
CL2284,52,Male,29,Toyota Prado,2007,PSV,32152,Kisumu,No,0,874994,Low
CL2285,30,Female,8,Toyota Vitz,2010,Personal,41786,Nairobi,No,0,2278650,Low
CL2286,23,Female,0,Isuzu NQR,2021,Commercial,22270,Kakamega,No,0,3328520,Low
CL2287,56,Female,32,Isuzu NQR,2005,Commercial,29359,Thika,Yes,1,4113725,Medium
CL2288,66,Male,46,Nissan Note,2016,Commercial,47690,Eldoret,Yes,1,4076758,Medium
CL2289,53,Male,29,Nissan Note,2016,PSV,31658,Eldoret,No,0,4972245,Low
CL2290,56,Female,32,Toyota Hiace,2017,Commercial,16265,Kakamega,No,0,4295627,Low
CL2291,44,Female,22,Toyota Premio,2007,PSV,38878,Mombasa,No,0,2527419,Low
CL2292,67,Male,44,Toyota Vitz,2022,Personal,17443,Nairobi,Yes,3,597375,High
CL2293,56,Female,35,Isuzu NQR,2022,PSV,30529,Kakamega,No,0,4359662,Low
CL2294,68,Male,45,Honda Fit,2006,Personal,11908,Eldoret,No,0,1522762,Low
CL2295,30,Male,6,Nissan Note,2013,Commercial,25496,Nairobi,Yes,1,4697232,Medium
CL2296,18,Female,0,Honda Fit,2008,PSV,36957,Thika,Yes,3,2240831,High
CL2297,68,Female,45,Isuzu NQR,2014,PSV,10987,Nairobi,Yes,4,3844301,High
CL2298,54,Female,35,Toyota Vitz,2012,Commercial,39032,Mombasa,No,0,1839025,Low
CL2299,69,Female,45,Toyota Hiace,2021,Commercial,25169,Mombasa,Yes,2,4569617,High
CL2300,58,Female,40,Isuzu NQR,2006,Commercial,15362,Eldoret,No,0,2633520,Low
CL2301,63,Male,40,Mazda Demio,2007,Personal,49023,Nairobi,No,0,3110320,Low
CL2302,43,Female,24,Honda Fit,2022,Commercial,33902,Thika,No,0,3997914,Low
CL2303,27,Male,6,Toyota Vitz,2020,Commercial,28443,Kisumu,No,0,509290,Low
CL2304,18,Male,0,Subaru Impreza,2007,Commercial,25115,Nakuru,No,0,2078013,Low
CL2305,54,Female,36,Toyota Vitz,2014,PSV,40399,Kakamega,Yes,4,2380519,High
CL2306,32,Male,12,Toyota Premio,2011,Personal,27006,Kakamega,No,0,806489,Low
CL2307,35,Female,14,Toyota Prado,2019,PSV,33786,Thika,No,0,3546165,Low
CL2308,52,Female,28,Toyota Vitz,2010,Personal,48349,Thika,Yes,1,4401359,Medium
CL2309,66,Male,47,Isuzu NQR,2012,PSV,28383,Thika,No,0,3426473,Low
CL2310,43,Female,22,Subaru Impreza,2016,Personal,20707,Kakamega,Yes,1,4389200,Medium
CL2311,52,Male,30,Toyota Hiace,2016,PSV,19843,Nakuru,No,0,1064267,Low
CL2312,34,Male,15,Toyota Hiace,2022,PSV,47653,Mombasa,Yes,1,907609,Medium
CL2313,41,Male,19,Isuzu NQR,2008,PSV,14861,Kisumu,No,0,2108990,Low
CL2314,36,Male,14,Honda Fit,2016,Commercial,34009,Thika,No,0,1286526,Low
CL2315,39,Male,15,Subaru Impreza,2019,PSV,41129,Nakuru,Yes,1,2578850,Medium
CL2316,62,Male,44,Isuzu NQR,2011,PSV,27527,Nairobi,No,0,3695335,Low
CL2317,23,Male,3,Honda Fit,2008,PSV,48585,Nairobi,No,0,2520612,Low
CL2318,26,Male,2,Toyota Premio,2013,PSV,33507,Mombasa,Yes,3,801065,High
CL2319,41,Female,18,Toyota Prado,2013,PSV,43168,Nairobi,No,0,3480631,Low
CL2320,26,Female,6,Toyota Vitz,2007,PSV,13851,Nakuru,Yes,1,4583028,Medium
CL2321,38,Female,19,Mazda Demio,2005,Commercial,25930,Eldoret,No,0,3899987,Low
CL2322,46,Female,22,Toyota Hiace,2012,Commercial,39536,Eldoret,Yes,2,3227162,High
CL2323,37,Female,19,Nissan Note,2017,Personal,17121,Nakuru,No,0,771984,Low
CL2324,32,Male,8,Toyota Hiace,2006,Commercial,25791,Eldoret,No,0,1939605,Low
CL2325,44,Male,21,Toyota Vitz,2009,Commercial,31537,Nairobi,No,0,3895622,Low
CL2326,41,Male,21,Toyota Hiace,2017,PSV,45416,Nairobi,Yes,2,1621015,High
CL2327,67,Male,45,Toyota Vitz,2014,PSV,29542,Nairobi,No,0,4360872,Low
CL2328,57,Female,34,Subaru Impreza,2008,Personal,20431,Kisumu,Yes,1,851771,Medium
CL2329,51,Female,29,Toyota Premio,2005,Commercial,17334,Mombasa,No,0,4354015,Low
CL2330,26,Male,5,Isuzu NQR,2021,PSV,18308,Kisumu,Yes,1,3020022,Medium
CL2331,27,Female,4,Mazda Demio,2020,PSV,25562,Nairobi,Yes,1,3241186,Medium
CL2332,58,Male,34,Nissan Note,2017,Commercial,10371,Eldoret,No,0,4328471,Low
CL2333,24,Male,3,Mazda Demio,2010,PSV,49419,Mombasa,Yes,1,2437627,Medium
CL2334,28,Male,4,Toyota Hiace,2008,Personal,40690,Nairobi,No,0,2699433,Low
CL2335,37,Female,15,Subaru Impreza,2022,Personal,10111,Eldoret,No,0,1157739,Low
CL2336,68,Female,50,Subaru Forester,2022,PSV,18469,Nakuru,No,0,2443419,Low
CL2337,64,Female,41,Isuzu NQR,2018,PSV,40261,Eldoret,No,0,1520576,Low
CL2338,56,Male,32,Nissan Note,2015,Commercial,17169,Thika,No,0,1028118,Low
CL2339,69,Female,46,Toyota Hiace,2007,Commercial,43766,Eldoret,No,0,2367427,Low
CL2340,54,Male,36,Isuzu NQR,2008,Personal,31007,Kakamega,No,0,816096,Low
CL2341,57,Female,37,Honda Fit,2019,Personal,36543,Eldoret,Yes,1,2715728,Medium
CL2342,27,Female,6,Toyota Vitz,2010,Personal,20156,Thika,No,0,2627868,Low
CL2343,59,Female,38,Mazda Demio,2016,Commercial,47617,Nairobi,No,0,2023155,Low
CL2344,43,Male,25,Toyota Premio,2008,Commercial,49238,Thika,No,0,3906009,Low
CL2345,18,Female,0,Toyota Vitz,2022,Commercial,42664,Nairobi,No,0,643492,Low
CL2346,23,Male,4,Toyota Prado,2021,Commercial,42375,Nakuru,No,0,1252648,Low
CL2347,31,Male,7,Subaru Forester,2013,Commercial,47390,Mombasa,No,0,897348,Low
CL2348,37,Female,13,Toyota Vitz,2013,Personal,28066,Nairobi,Yes,3,3197017,High
CL2349,21,Male,1,Toyota Premio,2014,PSV,43538,Kakamega,No,0,1023136,Low
CL2350,32,Male,8,Toyota Prado,2018,Commercial,27374,Kakamega,No,0,1729510,Low
CL2351,36,Female,12,Subaru Impreza,2007,Commercial,33453,Nakuru,No,0,4109337,Low
CL2352,67,Female,44,Honda Fit,2018,Commercial,47019,Nairobi,Yes,4,3643197,High
CL2353,48,Female,26,Toyota Premio,2007,PSV,13123,Eldoret,No,0,1183098,Low
CL2354,46,Male,24,Honda Fit,2017,Personal,28581,Kakamega,No,0,1454183,Low
CL2355,22,Female,1,Honda Fit,2008,PSV,38234,Nairobi,Yes,4,3508297,High
CL2356,23,Male,0,Subaru Impreza,2020,Commercial,34686,Mombasa,Yes,1,2800775,Medium
CL2357,51,Female,31,Nissan Note,2017,Personal,33194,Kisumu,Yes,1,1586706,Medium
CL2358,20,Male,0,Nissan Note,2007,PSV,24751,Eldoret,Yes,1,4629193,Medium
CL2359,42,Male,22,Toyota Premio,2011,Commercial,29775,Kisumu,Yes,3,2044309,High
CL2360,49,Male,25,Toyota Premio,2012,Commercial,43952,Nairobi,Yes,4,3148766,High
CL2361,56,Female,33,Honda Fit,2017,Personal,22937,Kisumu,Yes,1,3903734,Medium
CL2362,50,Male,29,Honda Fit,2020,PSV,39713,Kisumu,No,0,1892775,Low
CL2363,28,Female,5,Subaru Impreza,2005,Personal,13773,Mombasa,No,0,1573532,Low
CL2364,55,Male,34,Subaru Forester,2017,Commercial,15049,Mombasa,Yes,3,1647728,High
CL2365,57,Female,33,Toyota Vitz,2015,Commercial,32253,Eldoret,Yes,4,630775,High
CL2366,56,Male,37,Mazda Demio,2008,Personal,10472,Kisumu,Yes,1,4417563,Medium
CL2367,27,Female,7,Toyota Vitz,2018,PSV,43964,Nairobi,No,0,2173820,Low
CL2368,67,Female,45,Toyota Premio,2021,PSV,15385,Thika,No,0,4134842,Low
CL2369,32,Male,11,Toyota Premio,2016,PSV,31307,Nakuru,No,0,3656730,Low
CL2370,63,Male,41,Toyota Prado,2010,Commercial,35138,Thika,No,0,2603715,Low
CL2371,68,Male,48,Mazda Demio,2018,Commercial,32448,Eldoret,Yes,1,922618,Medium
CL2372,34,Female,15,Subaru Impreza,2006,Commercial,20426,Nakuru,No,0,3046946,Low
CL2373,42,Male,20,Nissan Note,2006,PSV,48305,Nakuru,Yes,1,2518265,Medium
CL2374,47,Male,26,Toyota Prado,2010,Commercial,26761,Eldoret,No,0,1411531,Low
CL2375,56,Female,33,Toyota Premio,2016,Personal,42568,Kakamega,Yes,1,2352175,Medium
CL2376,41,Female,22,Subaru Forester,2013,PSV,22134,Thika,No,0,1023292,Low
CL2377,37,Male,13,Toyota Premio,2015,Personal,24618,Eldoret,No,0,648317,Low
CL2378,52,Female,34,Subaru Forester,2011,PSV,36261,Kakamega,Yes,1,1855081,Medium
CL2379,32,Female,9,Isuzu NQR,2006,Commercial,28316,Mombasa,No,0,1688347,Low
CL2380,40,Female,22,Toyota Premio,2006,Personal,26673,Thika,Yes,3,3931267,High
CL2381,51,Male,31,Mazda Demio,2017,Personal,35976,Eldoret,No,0,906497,Low
CL2382,54,Male,33,Nissan Note,2016,Commercial,22057,Nakuru,No,0,4919035,Low
CL2383,27,Female,6,Honda Fit,2022,Personal,15054,Nakuru,Yes,1,600020,Medium
CL2384,48,Female,28,Isuzu NQR,2014,Commercial,39312,Kisumu,Yes,4,2038309,High
CL2385,37,Female,13,Mazda Demio,2022,Personal,38931,Thika,No,0,4857452,Low
CL2386,46,Female,28,Isuzu NQR,2017,Personal,38570,Eldoret,No,0,4782299,Low
CL2387,18,Female,0,Toyota Premio,2005,Commercial,43959,Mombasa,Yes,1,3043440,Medium
CL2388,32,Male,13,Subaru Forester,2011,PSV,22703,Nairobi,No,0,2122320,Low
CL2389,62,Male,41,Nissan Note,2005,PSV,13936,Nakuru,No,0,4201190,Low
CL2390,33,Female,14,Honda Fit,2019,Commercial,29589,Nairobi,No,0,4355425,Low
CL2391,62,Male,38,Toyota Vitz,2015,Personal,38842,Kakamega,No,0,3269970,Low
CL2392,42,Female,22,Subaru Impreza,2021,PSV,24609,Kakamega,Yes,2,2440634,High
CL2393,60,Female,38,Subaru Forester,2020,PSV,24990,Eldoret,Yes,1,4162369,Medium
CL2394,25,Male,1,Toyota Premio,2014,Personal,38413,Eldoret,Yes,2,2508580,High
CL2395,43,Female,20,Toyota Prado,2016,PSV,12365,Nairobi,No,0,2931500,Low
CL2396,37,Male,16,Toyota Premio,2016,PSV,27336,Thika,No,0,4517380,Low
CL2397,50,Female,29,Toyota Prado,2020,Personal,14415,Kakamega,No,0,4560011,Low
CL2398,66,Female,48,Toyota Prado,2008,Personal,43805,Eldoret,Yes,1,1990194,Medium
CL2399,20,Female,2,Toyota Premio,2016,PSV,25263,Eldoret,Yes,3,2351246,High
CL2400,43,Male,21,Toyota Premio,2008,Personal,34283,Kakamega,Yes,1,1988221,Medium
CL2401,63,Female,41,Subaru Impreza,2008,PSV,43701,Nakuru,No,0,751420,Low
CL2402,46,Female,25,Nissan Note,2007,Commercial,20611,Mombasa,No,0,1163621,Low
CL2403,56,Male,33,Subaru Impreza,2016,Commercial,33471,Mombasa,No,0,1791527,Low
CL2404,30,Male,12,Nissan Note,2020,PSV,11852,Nakuru,No,0,1600911,Low
CL2405,44,Male,23,Toyota Vitz,2020,Commercial,10164,Kakamega,No,0,706823,Low
CL2406,56,Female,33,Toyota Prado,2011,Commercial,26925,Nairobi,No,0,2341041,Low
CL2407,35,Female,12,Toyota Vitz,2014,PSV,22125,Nairobi,No,0,2455481,Low
CL2408,22,Female,4,Toyota Premio,2018,PSV,33057,Eldoret,Yes,3,3860408,High
CL2409,49,Female,31,Mazda Demio,2010,Personal,24670,Thika,No,0,3684462,Low
CL2410,57,Female,37,Toyota Hiace,2019,PSV,18669,Nakuru,No,0,4283288,Low
CL2411,48,Male,24,Toyota Prado,2017,Personal,19907,Kisumu,No,0,4668142,Low
CL2412,41,Female,18,Toyota Vitz,2015,PSV,17485,Kisumu,No,0,1860247,Low
CL2413,18,Male,0,Honda Fit,2006,Personal,35469,Kisumu,No,0,4644671,Low
CL2414,49,Male,29,Subaru Forester,2008,Personal,26087,Thika,No,0,681532,Low
CL2415,47,Male,28,Honda Fit,2020,Personal,20306,Mombasa,No,0,721099,Low
CL2416,61,Male,41,Nissan Note,2005,PSV,13936,Kisumu,Yes,1,4334254,Medium
CL2417,51,Male,33,Subaru Impreza,2013,Personal,36563,Eldoret,Yes,2,1177510,High
CL2418,40,Female,22,Toyota Premio,2005,Commercial,46672,Kakamega,No,0,907002,Low
CL2419,32,Female,12,Mazda Demio,2013,Personal,31264,Nairobi,Yes,1,2944436,Medium
CL2420,20,Female,0,Toyota Prado,2008,PSV,11499,Kakamega,No,0,2752313,Low
CL2421,60,Male,41,Isuzu NQR,2009,Commercial,31260,Kakamega,No,0,1585052,Low
CL2422,56,Male,36,Subaru Impreza,2016,Commercial,20965,Nakuru,No,0,4590798,Low
CL2423,47,Female,24,Subaru Impreza,2016,Commercial,29420,Eldoret,No,0,624283,Low
CL2424,35,Male,14,Subaru Impreza,2009,Personal,20046,Nairobi,Yes,1,2843179,Medium
CL2425,55,Female,31,Isuzu NQR,2008,Commercial,27373,Nairobi,No,0,4739756,Low
CL2426,66,Male,43,Toyota Premio,2019,PSV,32407,Nairobi,No,0,2361591,Low
CL2427,42,Female,24,Subaru Forester,2011,Commercial,26652,Eldoret,Yes,1,2185978,Medium
CL2428,53,Male,34,Subaru Impreza,2014,Commercial,19886,Nairobi,Yes,1,4771061,Medium
CL2429,44,Male,26,Mazda Demio,2011,PSV,25720,Eldoret,Yes,3,898759,High
CL2430,61,Male,39,Subaru Forester,2022,PSV,11327,Mombasa,Yes,3,3555196,High
CL2431,52,Male,30,Toyota Hiace,2006,PSV,28946,Eldoret,Yes,1,3273059,Medium
CL2432,27,Female,6,Subaru Forester,2006,Commercial,47323,Nairobi,Yes,1,4860538,Medium
CL2433,44,Female,20,Toyota Premio,2005,PSV,22355,Nakuru,No,0,943604,Low
CL2434,48,Female,27,Subaru Forester,2020,Personal,49127,Nairobi,No,0,2447188,Low
CL2435,66,Male,47,Toyota Premio,2006,Commercial,38184,Thika,No,0,4560097,Low
CL2436,22,Male,1,Subaru Forester,2013,Personal,48774,Nakuru,No,0,4397619,Low
CL2437,38,Male,16,Toyota Vitz,2010,PSV,42708,Kisumu,Yes,2,4333574,High
CL2438,32,Female,13,Toyota Hiace,2017,Commercial,27013,Nakuru,No,0,3670663,Low
CL2439,56,Female,37,Nissan Note,2011,Personal,44754,Mombasa,No,0,1111204,Low
CL2440,43,Male,23,Toyota Premio,2012,Personal,34952,Kisumu,No,0,2199304,Low
CL2441,51,Female,30,Toyota Vitz,2009,Commercial,11010,Kakamega,No,0,744300,Low
CL2442,39,Female,16,Mazda Demio,2019,Commercial,19369,Nakuru,Yes,4,1624232,High
CL2443,62,Male,43,Nissan Note,2006,PSV,14389,Kisumu,No,0,2029278,Low
CL2444,46,Female,25,Mazda Demio,2015,PSV,38805,Nairobi,No,0,4220257,Low
CL2445,28,Male,5,Toyota Premio,2007,Personal,14721,Nakuru,No,0,2412990,Low
CL2446,41,Male,23,Honda Fit,2016,PSV,16298,Mombasa,Yes,1,2970319,Medium
CL2447,29,Male,9,Toyota Prado,2006,Personal,23601,Kisumu,No,0,507711,Low
CL2448,49,Male,29,Toyota Hiace,2015,Commercial,47069,Thika,Yes,2,4953293,High
CL2449,65,Female,45,Subaru Forester,2014,Commercial,15950,Kisumu,No,0,2305166,Low
CL2450,20,Female,0,Subaru Forester,2014,PSV,41533,Eldoret,No,0,965718,Low
CL2451,50,Female,29,Nissan Note,2010,Personal,32293,Eldoret,Yes,1,606948,Medium
CL2452,52,Male,34,Toyota Hiace,2021,Personal,38330,Nairobi,No,0,4822818,Low
CL2453,55,Male,31,Toyota Prado,2005,PSV,31329,Nakuru,No,0,4862110,Low
CL2454,56,Male,36,Toyota Prado,2013,PSV,11250,Thika,No,0,2864054,Low
CL2455,41,Female,18,Honda Fit,2022,Personal,42103,Eldoret,No,0,2750056,Low
CL2456,59,Male,41,Toyota Premio,2011,PSV,29728,Nairobi,Yes,1,4535702,Medium
CL2457,41,Male,22,Isuzu NQR,2007,Personal,28940,Nakuru,Yes,2,2586866,High
CL2458,27,Male,5,Nissan Note,2018,PSV,24088,Eldoret,No,0,2075685,Low
CL2459,59,Male,35,Subaru Forester,2007,PSV,48737,Nairobi,Yes,1,4688084,Medium
CL2460,42,Male,22,Toyota Prado,2014,Personal,24096,Kisumu,Yes,2,2833731,High
CL2461,35,Male,14,Toyota Prado,2022,PSV,28688,Thika,No,0,2065831,Low
CL2462,32,Male,11,Isuzu NQR,2006,Commercial,33843,Mombasa,Yes,1,783197,Medium
CL2463,38,Male,19,Toyota Prado,2005,Personal,45807,Mombasa,No,0,954318,Low
CL2464,47,Female,23,Subaru Impreza,2022,Personal,33340,Kakamega,No,0,2127255,Low
CL2465,27,Male,4,Honda Fit,2018,Commercial,21386,Kakamega,Yes,1,3445267,Medium
CL2466,23,Male,1,Isuzu NQR,2005,Personal,21154,Kisumu,Yes,1,1411974,Medium
CL2467,52,Female,31,Toyota Prado,2015,PSV,33634,Kakamega,Yes,1,1968084,Medium
CL2468,51,Female,28,Nissan Note,2008,Commercial,26905,Kakamega,No,0,1673767,Low
CL2469,55,Female,35,Subaru Impreza,2014,Personal,21330,Mombasa,No,0,4841387,Low
CL2470,38,Male,16,Toyota Prado,2005,Personal,15250,Nakuru,Yes,1,758116,Medium
CL2471,66,Female,48,Isuzu NQR,2013,PSV,15279,Nakuru,No,0,3736421,Low
CL2472,38,Female,14,Toyota Prado,2011,Personal,35574,Kakamega,No,0,2753557,Low
CL2473,26,Male,5,Toyota Vitz,2019,PSV,32721,Kakamega,Yes,1,3267189,Medium
CL2474,67,Male,49,Isuzu NQR,2011,Personal,11293,Nairobi,No,0,3537099,Low
CL2475,53,Female,31,Nissan Note,2020,Commercial,49044,Nakuru,Yes,1,3358968,Medium
CL2476,67,Female,44,Toyota Prado,2011,Commercial,42311,Nairobi,No,0,1277725,Low
CL2477,58,Female,39,Subaru Forester,2017,Personal,40635,Mombasa,No,0,4315922,Low
CL2478,18,Female,0,Toyota Vitz,2008,PSV,34660,Eldoret,No,0,4681717,Low
CL2479,54,Female,36,Nissan Note,2007,PSV,12076,Thika,No,0,2530934,Low
CL2480,69,Female,51,Toyota Vitz,2009,Commercial,35784,Eldoret,Yes,1,4681497,Medium
CL2481,39,Female,21,Toyota Hiace,2017,PSV,30171,Nakuru,No,0,2425635,Low
CL2482,54,Female,30,Subaru Forester,2009,Commercial,28047,Nairobi,No,0,1590092,Low
CL2483,25,Male,7,Toyota Prado,2017,Personal,36204,Eldoret,No,0,2301220,Low
CL2484,57,Male,39,Honda Fit,2017,Personal,13646,Kisumu,No,0,1635583,Low
CL2485,66,Female,42,Honda Fit,2011,Commercial,19145,Mombasa,No,0,518226,Low
CL2486,26,Female,7,Mazda Demio,2018,Commercial,37185,Nairobi,No,0,4101070,Low
CL2487,47,Male,29,Subaru Impreza,2010,PSV,12749,Eldoret,Yes,3,4809582,High
CL2488,18,Female,0,Toyota Prado,2007,Commercial,12064,Nairobi,Yes,1,3828367,Medium
CL2489,66,Female,48,Toyota Vitz,2013,Commercial,31387,Kisumu,Yes,1,3185400,Medium
CL2490,42,Female,20,Toyota Hiace,2015,PSV,14923,Eldoret,No,0,1897581,Low
CL2491,34,Female,15,Isuzu NQR,2012,PSV,26457,Kisumu,Yes,3,2330662,High
CL2492,33,Female,15,Honda Fit,2013,Personal,49427,Mombasa,Yes,3,4791484,High
CL2493,18,Female,0,Toyota Prado,2011,PSV,45200,Thika,No,0,3212510,Low
CL2494,18,Male,0,Isuzu NQR,2011,Personal,48892,Kisumu,No,0,3137023,Low
CL2495,39,Male,16,Mazda Demio,2018,Personal,16659,Nairobi,Yes,1,1811958,Medium
CL2496,42,Male,21,Subaru Impreza,2021,PSV,15620,Nairobi,No,0,1159830,Low
